-1.000000000000000000e+02|0.000000000000000000e+00|0.000000000000000000e+00|-0.000000000000000000e+00|0.000000000000000000e+00
-9.990000000000000568e+01|0.000000000000000000e+00|1.781909999999999755e-109|1.127829999999999552e-109|0.000000000000000000e+00
-9.979999999999999716e+01|0.000000000000000000e+00|3.658729999999999045e-109|-3.823239999999998974e-109|0.000000000000000000e+00
-9.970000000000000284e+01|0.000000000000000000e+00|-9.351789999999999705e-109|-1.200149999999999840e-108|0.000000000000000000e+00
-9.959999999999999432e+01|0.000000000000000000e+00|-3.769299999999999177e-108|2.080409999999999489e-108|0.000000000000000000e+00
-9.950000000000000000e+01|0.000000000000000000e+00|4.162959999999998778e-108|1.144689999999999896e-107|0.000000000000000000e+00
-9.940000000000000568e+01|0.000000000000000000e+00|3.377339999999999693e-107|-6.606289999999997857e-108|0.000000000000000000e+00
-9.929999999999999716e+01|0.000000000000000000e+00|-3.652059999999999549e-108|-9.702149999999997513e-107|0.000000000000000000e+00
-9.920000000000000284e+01|0.000000000000000000e+00|-2.716629999999999620e-106|-3.212959999999998883e-107|0.000000000000000000e+00
-9.909999999999999432e+01|0.000000000000000000e+00|-2.075499999999999747e-106|7.411809999999998082e-106|0.000000000000000000e+00
-9.900000000000000000e+01|0.000000000000000000e+00|1.967449999999999495e-105|8.978729999999998543e-106|0.000000000000000000e+00
-9.890000000000000568e+01|0.000000000000000000e+00|3.341769999999999412e-105|-5.065319999999998522e-105|0.000000000000000000e+00
-9.879999999999999716e+01|0.000000000000000000e+00|-1.257859999999999675e-104|-1.144059999999999752e-104|0.000000000000000000e+00
-9.870000000000000284e+01|0.000000000000000000e+00|-3.705769999999998744e-104|2.984179999999999196e-104|0.000000000000000000e+00
-9.859999999999999432e+01|0.000000000000000000e+00|6.643859999999999186e-104|1.151519999999999683e-103|0.000000000000000000e+00
-9.850000000000000000e+01|0.000000000000000000e+00|3.460359999999999145e-103|-1.337349999999999689e-103|0.000000000000000000e+00
-9.840000000000000568e+01|0.000000000000000000e+00|-2.199039999999999526e-103|-1.010029999999999717e-102|0.000000000000000000e+00
-9.829999999999999716e+01|0.000000000000000000e+00|-2.871199999999999588e-102|1.728619999999999533e-103|0.000000000000000000e+00
-9.820000000000000284e+01|0.000000000000000000e+00|-7.506029999999997986e-103|7.957099999999999733e-102|0.000000000000000000e+00
-9.809999999999999432e+01|0.000000000000000000e+00|2.149839999999999818e-101|5.444459999999998127e-102|0.000000000000000000e+00
-9.800000000000000000e+01|0.000000000000000000e+00|2.404109999999999837e-101|-5.655139999999998727e-101|0.000000000000000000e+00
-9.790000000000000568e+01|0.000000000000000000e+00|-1.444379999999999546e-100|-8.969389999999998023e-101|0.000000000000000000e+00
-9.779999999999999716e+01|0.000000000000000000e+00|-3.059969999999999631e-100|3.564529999999999163e-100|0.000000000000000000e+00
-9.770000000000000284e+01|0.000000000000000000e+00|8.427879999999998389e-100|9.846649999999997494e-100|0.000000000000000000e+00
-9.759999999999999432e+01|0.000000000000000000e+00|3.035899999999999608e-99|-1.880259999999999302e-99|0.000000000000000000e+00
-9.750000000000000000e+01|0.000000000000000000e+00|-3.836939999999998958e-99|-9.043689999999998282e-99|0.000000000000000000e+00
-9.740000000000000568e+01|0.000000000000000000e+00|-2.616269999999999388e-98|6.628339999999999027e-99|0.000000000000000000e+00
-9.729999999999999716e+01|0.000000000000000000e+00|7.029809999999999139e-99|7.370139999999997467e-98|0.000000000000000000e+00
-9.720000000000000284e+01|0.000000000000000000e+00|2.024699999999999497e-97|1.170639999999999484e-98|0.000000000000000000e+00
-9.709999999999999432e+01|0.000000000000000000e+00|1.159349999999999798e-97|-5.424869999999998131e-97|0.000000000000000000e+00
-9.700000000000000000e+01|0.000000000000000000e+00|-1.416359999999999773e-96|-5.381889999999999053e-97|0.000000000000000000e+00
-9.690000000000000568e+01|0.000000000000000000e+00|-2.037739999999999940e-96|3.595069999999999163e-96|0.000000000000000000e+00
-9.679999999999999716e+01|0.000000000000000000e+00|8.834909999999998449e-96|6.970779999999999361e-96|0.000000000000000000e+00
-9.670000000000000284e+01|0.000000000000000000e+00|2.238139999999999438e-95|-2.087289999999999741e-95|0.000000000000000000e+00
