628.318531   -1.003525   -0.395099
628.381363   -1.266786   0.528611
628.444194   0.376536   0.410115
628.507026   0.285588   0.365648
628.569858   -0.148030   0.534185
628.632690   -0.426067   0.660410
628.695522   -0.377850   -0.128809
628.758354   -0.289636   0.133452
628.821186   1.394500   -0.289225
628.884017   0.239522   0.646002
628.946849   1.177324   -0.554178
629.009681   1.119474   -0.462282
629.072513   -0.450190   0.455895
629.135345   0.940765   -0.513749
629.198177   0.107277   0.264595
629.261009   1.218584   0.812050
629.323840   0.751437   0.736097
629.386672   -0.929324   -0.293207
629.449504   1.316210   0.387579
629.512336   -0.215760   0.018584
629.575168   0.723684   -0.773149
629.638000   0.177687   0.123658
629.700831   -0.579220   -0.247239
629.763663   1.000201   0.513985
629.826495   0.461431   -0.582013
629.889327   -0.214518   -0.224491
629.952159   0.078963   -0.069180
630.014991   -1.234760   -0.670638
630.077823   0.391634   0.204125
630.140654   -0.150664   -0.332464
630.203486   -1.081954   -0.186153
630.266318   -1.307662   -0.667905
630.329150   1.207774   -0.047885
630.391982   0.320847   -0.568415
630.454814   0.221474   -0.650953
630.517646   0.816083   -0.450938
630.580477   -0.308801   -0.706039
630.643309   0.112865   -0.218011
630.706141   0.025458   -0.099722
630.768973   -0.215353   -0.413434
630.831805   0.352010   -0.262659
630.894637   -1.092209   0.377516
630.957469   -0.711197   0.495119
631.020300   0.808708   -0.144987
631.083132   -0.979051   0.429683
631.145964   0.221449   -0.017936
631.208796   -1.237689   -0.528991
631.271628   -1.178243   -0.471195
631.334460   0.990417   0.662959
631.397292   -0.427857   0.296095
631.460123   -1.180840   -0.384884
631.522955   -0.435994   0.430494
631.585787   -0.102493   0.598686
631.648619   0.809694   0.780666
631.711451   -0.533975   -0.237364
631.774283   1.089720   0.185073
631.837114   0.051110   0.625802
631.899946   -1.163545   0.417896
631.962778   0.221232   0.755298
632.025610   1.329340   0.049281
632.088442   0.387634   0.734946
632.151274   -0.830101   0.488679
632.214106   0.393229   0.650216
632.276937   0.477586   0.750949
632.339769   -0.631195   0.250097
632.402601   -1.144026   -0.018554
632.465433   0.643212   0.680020
632.528265   1.216383   -0.685553
632.591097   0.655158   -0.403658
632.653929   1.248351   0.593074
632.716760   1.402574   0.289261
632.779592   -0.724953   -0.519270
632.842424   0.862952   -0.813568
632.905256   0.744031   -0.414870
632.968088   1.331173   0.028455
633.030920   0.443293   -0.501512
633.093752   0.905955   -0.764757
633.156583   1.215400   -0.622155
633.219415   -1.204223   0.237384
633.282247   1.259173   -0.013357
633.345079   -1.181819   -0.519004
633.407911   1.049394   0.263090
633.470743   0.520026   -0.673408
633.533575   -1.168862   -0.082482
633.596406   -0.097695   -0.270271
633.659238   -0.438414   -0.689809
633.722070   -1.056609   -0.806911
633.784902   -1.418139   0.124026
633.847734   -0.965149   0.085269
633.910566   -0.653606   -0.716653
633.973397   -1.144362   0.420723
634.036229   -0.555926   -0.614302
634.099061   0.116378   -0.250719
634.161893   -0.455471   -0.471394
634.224725   -0.936713   0.689124
634.287557   -0.577424   0.588123
634.350389   0.135167   -0.011601
634.413220   -0.672931   0.179158
634.476052   -0.096447   -0.113123
634.538884   -1.305239   -0.064050
634.601716   -0.674997   0.776538
634.664548   -1.224609   0.638902
634.727380   1.024296   0.428420
634.790212   -0.269876   0.425552
634.853043   1.247716   -0.329575
634.915875   -1.111047   -0.263729
634.978707   -0.839597   0.746469
635.041539   -0.725779   0.071204
635.104371   0.230335   0.374115
635.167203   1.387189   0.245418
635.230035   -0.469141   0.563024
635.292866   1.362666   -0.519660
635.355698   0.089627   0.208778
635.418530   -0.635663   0.364171
635.481362   0.955392   -0.563351
635.544194   0.656091   0.598040
635.607026   0.549084   0.510263
635.669858   1.323198   0.392768
635.732689   1.031187   -0.401471
635.795521   -0.883953   -0.390214
635.858353   1.445069   0.090227
635.921185   -1.111680   0.106919
635.984017   0.966427   -0.816876
636.046849   1.343757   -0.457407
636.109680   1.365136   -0.081204
636.172512   -1.285512   -0.202195
636.235344   0.335409   0.148208
636.298176   -1.363777   -0.105598
636.361008   1.231207   -0.353253
636.423840   0.222985   -0.432436
636.486672   0.974288   -0.600252
636.549503   0.763592   -0.047503
636.612335   -0.051446   -0.543194
636.675167   -0.139946   -0.654231
636.737999   -1.106976   0.525616
