-1.003525   -0.395099
-0.674997   0.776538
-0.592138   0.419291
-0.611283   0.755904
-0.519027   0.698551
-0.809659   0.262235
-0.321064   0.363802
-0.935718   -0.504408
0.931252   0.773466
-0.203063   -0.047193
0.323496   0.304093
-1.204381   -0.245546
0.007722   0.073281
-0.282104   -0.125892
-1.158616   0.810247
-0.277839   0.416542
0.544044   0.470075
-0.348327   0.324591
0.918455   0.238813
-0.984125   0.785060
-1.320953   0.475964
-1.073652   -0.502810
1.362910   0.300872
0.171756   0.273977
-0.575070   0.430467
0.073013   0.104687
-0.631051   0.397538
-1.324809   0.238194
-1.277460   -0.117225
-0.768118   0.282437
-1.078949   -0.497947
-0.239016   0.545991
0.361212   0.434299
-0.508125   0.462972
-0.897451   0.789197
1.320589   -0.057469
-0.429825   0.525242
0.952432   0.187677
-1.261483   -0.164915
1.197496   0.529789
-1.346644   0.185240
-0.632277   -0.416917
-0.304714   0.382112
-0.830701   0.801196
1.298173   0.219673
-1.315224   0.415907
-0.713386   0.351150
-1.137631   -0.461332
0.880424   0.737681
-0.644365   0.357974
0.892970   0.288086
-0.265944   0.434908
0.996394   0.165178
1.254620   0.504140
-1.093949   -0.489086
0.917633   0.278204
-0.609717   -0.428688
-1.250714   0.560130
0.747034   0.679106
-1.070782   -0.417194
1.323398   -0.045276
-0.980130   -0.500801
-1.329149   -0.016546
0.069537   0.102943
-0.613926   -0.422612
-0.818848   0.249892
-1.156200   0.768732
-0.721650   0.315877
-0.424934   0.537850
0.939214   0.221749
0.111270   0.139101
0.966553   0.114901
-1.018128   -0.437574
-1.054792   0.744860
-0.901710   -0.409808
1.008209   0.135856
-1.345879   0.186773
1.219201   0.447742
-0.573771   -0.327647
-0.963465   -0.524092
-1.309120   0.443118
0.547256   0.432938
0.823089   0.465732
0.605626   0.608903
0.868142   0.333191
0.987286   0.075368
-0.519984   0.455060
-1.345253   0.201244
0.941157   0.175165
-0.468032   0.504588
-1.224406   0.642339
-0.862616   0.816408
-0.828269   -0.511406
1.130060   0.629579
1.207339   0.463033
-0.434796   0.631757
-0.468472   0.460411
0.194517   0.209027
-0.241624   0.492102
0.180775   0.196349
-1.087903   0.697927
-0.317852   0.699700
1.036955   0.048900
-0.891436   -0.501454
0.768852   0.683521
-0.586751   0.423069
-0.749558   0.292336
-0.506809   0.437933
-0.748601   0.318722
0.900234   0.278328
-0.491716   0.690071
-0.648123   0.355681
-0.937288   0.801244
-0.674352   0.366414
-1.305855   0.134436
1.237434   0.321287
