-1.151494   -0.449307
-0.698026   -0.403789
-1.146485   -0.422592
-0.728881   -0.479115
-0.397782   0.237713
0.094010   0.125328
0.958628   0.249653
-1.306430   0.255902
-1.291939   0.534593
-1.273444   0.487336
-0.479014   0.465087
0.095052   0.125291
1.124564   -0.115769
-0.834600   0.178097
0.006057   0.048657
0.187133   0.201641
-1.277803   0.194666
0.954899   0.154520
-1.324154   0.180391
-1.330547   0.376531
1.282015   0.447341
-1.268366   -0.232429
-0.750490   -0.469676
-1.202801   -0.283302
0.834056   0.462709
-0.571980   0.170018
0.863124   0.437824
-0.348404   0.286796
-1.087189   0.716852
0.646867   0.632673
-0.838196   -0.519872
-0.461127   0.482629
1.300479   0.236662
-1.128281   0.807037
0.902821   0.272442
1.020568   0.009189
-1.057331   0.878809
-0.296382   0.347854
-1.128081   0.846632
0.344413   0.422956
-0.800440   -0.438548
-0.855165   -0.412401
-0.424607   0.606510
0.896256   0.390410
-0.497723   0.475147
0.862284   0.438232
-0.642758   -0.438830
-0.368567   0.266971
-0.705456   0.815270
-0.496742   0.683826
-0.445941   0.593491
0.809890   0.439488
-1.340664   0.370273
0.222898   0.330816
1.277004   0.440233
0.869957   0.342365
-1.254614   0.550265
-1.295453   -0.065467
0.030397   0.066592
0.593859   0.601162
0.965006   0.154732
0.051551   0.166701
1.331514   -0.030127
-0.741877   0.795799
-0.097198   0.046706
-0.266005   -0.184504
-1.342263   0.245922
1.233182   0.377138
0.693393   0.493557
0.223852   0.240143
-1.149915   0.773227
-1.114222   0.831187
0.816902   0.470335
1.003923   0.704809
-0.268555   0.432259
-0.640529   -0.446026
-0.608231   0.115270
1.113775   0.637840
1.254015   0.510820
-0.256788   0.473784
1.368487   0.070203
0.289762   0.307517
-1.294593   -0.054959
0.749476   0.505970
-0.282953   0.413728
-1.157227   0.616192
-1.265710   0.034018
-0.721532   -0.413677
-1.318053   0.332020
0.421223   0.400875
1.064784   0.004930
-1.122937   -0.379389
0.810617   0.476510
0.320432   0.402614
-0.490020   0.689366
-1.333741   0.322185
-1.327861   0.355914
0.741058   0.441656
0.473540   0.399591
1.093913   -0.041405
-0.465602   -0.269200
0.907005   0.260137
0.489803   0.419490
-0.241410   0.535968
-1.344269   0.161357
-1.294459   0.499766
-0.988904   -0.523226
-0.270600   -0.117372
-0.499926   0.488225
-0.262781   0.610565
-0.686459   0.358353
0.975235   0.133873
-1.335001   0.317976
-1.102180   -0.483161
0.259827   0.350356
-0.672769   0.373864
-1.312503   0.450281
-0.596437   0.751612
-1.316544   0.416423
0.898801   0.276268
-1.210824   -0.272180
1.308409   -0.103733
0.209249   0.220993
-0.620338   0.404522
1.076262   -0.064656
-1.325532   0.157372
1.092520   0.661795
-0.544082   0.410036
1.228844   0.351063
0.146689   0.165693
-0.795793   0.254430
-1.286977   -0.079052
-0.321184   0.269916
-0.427802   0.478977
0.562937   0.439989
-0.416090   -0.221229
0.896764   0.286258
-1.290484   0.532681
-0.291372   -0.133277
1.312288   0.280904
0.254214   0.257556
-1.022355   0.910119
-0.943309   -0.524611
0.731884   0.446230
1.168564   0.567649
-0.435360   0.525347
0.163276   0.206761
-0.425468   0.603346
-0.617530   0.141716
-1.172878   0.729825
-0.543467   0.785655
-1.320939   -0.070836
-0.748611   0.281216
-0.476840   -0.262722
-0.495901   -0.287332
1.344197   -0.037006
0.138636   0.163259
-0.621012   -0.413227
1.208564   0.464262
-0.454955   0.232635
-1.001854   -0.442539
1.286369   0.413919
0.685784   0.695112
0.913145   0.252111
-0.575819   0.414728
0.856184   0.444352
-0.403854   0.515230
1.304607   0.524298
-0.794626   0.054068
0.924881   0.717443
-0.688407   -0.399067
-0.474425   0.500189
-1.289665   -0.176487
-0.604746   0.146622
-1.174269   -0.234434
-0.222366   0.578481
1.082524   0.662413
0.391427   0.382784
0.994260   0.085883
1.035886   0.047973
-1.318171   0.363038
-0.855449   0.170551
1.046053   -0.033447
-0.631854   -0.440466
